Skills,Education,ID,Category
"Automotive, business operations, calipers, Call center, closing, Strong interpersonal skills, Excellent communication, Strong communication skills,
credit, clients, customer service, Customer service, debit, e-mail, email, environmental compliance, faxes, fax, filing, inspection, inventory, Team
building, listening, machinery, materials, micrometers, excel spreadsheets, Excel, mail, Strong Organizational Skills, pallet jack, policies, processes,","1997
High School Diploma Scribner -Snyder Scribner , Ne , Dodge",25547145,ACCOUNTANT
"accounting, accountant, accounts payable, accounts receivable, billing, book, CPT, finance, financial, financial/ accounting, financial statements,","UNIVERSITY OF HARTFORD 2016 Accounting City , State 3.8 GPA
Central Connecticut 2010 Bachelor of Arts : Accounting City , State Graduated Summa Cum Laude Member of [Club Name] Club",25749150,ACCOUNTANT
"Timberline, MRI, YARDI, Peachtree, Peoplesoft, OneSite, QuickBooks Microsoft Word and Excel",,25846894,ACCOUNTANT
"account reconciliation, Accounting, general accounting, accruals, ad, Agency, balance sheets, billing, budgets, Budget, charts, compliance
reporting, contracts, customer service, documentation, financial, Financial Analysis, financial management, financial reports, Financial Reporting,
financial statements, fixed assets, foreign exchange, frame, general ledger, general ledger accounts, home office, Inventory, invoicing, ledger, Lotus","Masters of Science : Accounting KEAN UNIVERSITY State Accounting
Bachelor of Science : Management Science Management Science",25862026,ACCOUNTANT
"Account reconciliations, accounting software, accounts payable, Bank Reconciliations, filing, financial reports, Financial Statement Preparation,
financial statements, Forecasting, General Ledger, General Ledger accounts, General Ledger Accounting, month end closing, Quick Books, Sales,
tax returns, monthly variance analysis",,25867805,ACCOUNTANT
Professional and friendly,"2013
Associate of Arts : international business MAKERERE UNIVERSITY BUSINESS SCHOOL - City , State , uganda
Coursework in Business, Marketing and Communications",25935030,ACCOUNTANT
Microsoft AX Dynamics,,26065877,ACCOUNTANT
"Lawson, Invision, QuickBooks, MS Word, Excel, PowerPoint, Lotus Notes, and Meditech",,26975573,ACCOUNTANT
"Accounting, Accountant, Accounts Payable, balance sheet, Budget Planning, CMS, Controller, credit, data mining, senior management, Finance,
financial, Financial Analyst, financial statements, fixed assets, hard drive, inventory, leadership, macros, Microsoft Access, Microsoft Excel, Excel,
office, Monarch, month end close process, month end close, next, PeopleSoft, coding, reporting, sales, spreadsheet, Supervisor, Tax, phones","IRS 990 Tax Reporting & Submission *CMS Cost Reporting Submission *Property Tax Exemption Submission *AOP Budget Planning
Bachelor of Arts : Accounting , May 2000 Western Illinois University - City , State Accounting
Associates Degree : Accounting , May 1997 Black Hawk College - City , State Accounting
St. Mary's Hospital Leadership Team",27558837,ACCOUNTANT
"ISO9001, Team Lead, Logistics, MAPICS, Excel, Outlook, Power Point, Word, Works, QuickBooks, SAGE, Sales, SAP, SAP R3, Sarbanes","Graduate Diploma , Business Administration Universidad 2009 Metropolitan University ï¼​ City , State
Business Administration Universidad
Bachelor of Science , Accounting 2007 Universidad del Turabo ï¼​ City , State Accounting",27573855,ACCOUNTANT
,"High School Diploma : Business Management/Accounting Zephyrhills High School - City , State",27637576,ACCOUNTANT
"Microsoft Office Excel, Outlook and Word, SAGE 100, Ramp (WMS software) and Syspro (ERP program)",,27980446,ACCOUNTANT
"SAP, Great Plains Dynamics, Sage50, QuickBooks Pro, ACT, Microsoft Word, Excel (Pivot tables and VLook Up) Access, PowerPoint",,28298773,ACCOUNTANT
"Accounting, Accounts Payable, accruals, AP, AS400, automotive, trial balance, balance sheets, Bank Reconciliations, benefits, budget,
counseling, credit, documentation, Finance, financial, Fixed Assets, forms, government, instructor, inventory, inventory control, Inventory Control,","1 2009
BBA : Accounting Friends University ï¼​ City , State , USA GPA: GPA: 3.5 Accounting GPA: 3.5
Business Administration Baker University ï¼​ City , State , USA GPA: GPA: 3.63 Business Administration GPA: 3.63",28359817,ACCOUNTANT
Microsoft Office - Advanced knowledge and skill,"Computer Science Mountain State University ï¼​ City , State , USA
GED Ravenswood Annex ï¼​ City , State , USA
Business Education : Business Garnet Career Center ï¼​ City , State , USA
Microsoft Office Specialist - Word
Microsoft Office Specialist - Excel
Perfect Attendance
A Honor Roll
B Honor Roll General Studies Ravenswood High School ï¼​ City , State , USA",28614791,ACCOUNTANT
"Visual Basic .Net, Accounting, photo, advertising, Arabic, budgets, business administration, conferences, databases, English, exhibitions, Fast,
focus, forecasting, French, hiring, Human Resource, HR, International Business, Managing, marketing plans, market research, marketing,
marketing materials, MBA, Access, Back office, Microsoft Certified Professional, MCP, Excel, Microsoft Office, Outlook, Power point, Word,
networking, newsletters, organizing, posters, press, printers, progress, proofreading, publications, radio, Retail, sales, seminars, Strategic, Trainer,
typing, Visual Basic 6.0, Microsoft Visual Studio, web pages, written","Middle East Language School (MES) Faculty of commerce, Alexandria University, Accounting Dept.
Master of International Business Administration Vodafone Retail Academy MIBA ESLSCA
Oxford Business School GPA: 3 years at First Egypt ""Vodafone Partner"". 3 years at First Egypt ""Vodafone Partner"".",28939941,ACCOUNTANT
"Proficient in Microsoft Office Suite, Access, QuickBooks, Turbo Tax, Vision Accounting Software, Peach Tree, Dac-Easy, Sage, PeopleSoft and
advance Microsoft excel","8 2013
Masters of Business Administration : Accounting Keller Graduate School of Management ï¼​ City , State , US
2014
Masters of Science : Accounting & Financial Management Keller Graduate School of Management ï¼​ City , State , US
Certificate in Essentials of Bookkeeping and Computerized Accounting New York City College Of Technology New York AND Holding NYS
driving license of "" E "" type.",28969385,ACCOUNTANT
Month-end close activities - Reconciliations/Analysis,,29050809,ACCOUNTANT
"account reconciliation, accounting system, AR, budget, business objects, closing, Contracts, Â financial analysis, financial controls, financial operations, financial reports, financial statements, GL, Grants, inventory, invoicing, ledger, Macros, Access, Excel, Microsoft Office, office,","Masters of Science , Accounting May 2011 Prairie View A&M University ï¼​ City , State Accounting
BBA , Accounting Dec 2009 Prairie View A&M University ï¼​ City , State Accounting
Professional Affiliations
CPA Candidate Participated in various community activities, including the Phi Beta Lambda and National Association of Black Accountants Texas
Society of CPA's Beta Gamma Sigma Greater Women's Chamber of Society Completed all the Research Operations Curriculum in 2015",29456173,ACCOUNTANT
USGAAP principles,"Bachelor of Science : Accounting , 1993
Rhode Island College - City , State",29821051,ACCOUNTANT
Self-motivated Conflict resolution,"Bachelor of Business Administration Degree : Accounting Business Administrative 1999
Western Michigan University City , State
Accounting Business Administrative
Bachelor of Business Administration Degree : Accounting Business Administrative 1999
Western Michigan University
Accounting Business Administrative",29999135,ACCOUNTANT
Accounting and Financial Reporting Powerful negotiator,"2012
Master of Business Administration :
UNIVERSITY OF PHOENIX - City , State
2009
Bachelor of Science : Accounting Finance & Economics
CITY UNIVERSITY OF NEW YORK - City , State
Accounting Finance & Economics",30304575,ACCOUNTANT
Creative problem solving skills.,"BBA , Accountancy April 2010 Western Michigan University ï¼​ City , State Haworth College of Business",30361788,ACCOUNTANT
Good Communication,"Certificate , Management 2009 HMRC Staff College ï¼​ City , State , United Kingdom
Leadership and management skills
Self-awareness and impact
Communication and presentation skills
Working collaboratively for improved performance
Managing performance
Managing change
Getting more for less
Delivering better compliance
Engaging with customers for improved performance
International tax and frontiers issues
Human resource management
Certificate , Management 2007 Management Institute for National Development (MIND) ï¼​ City , Jamaica
Management development and organizational development.
Understanding difference and learning about others.
Interpersonal skills, team skills and processes, leadership and performance management.
Systems thinking, continuous improvement, business planning and presentation skills.
Commonwealth perspective; tax administration module and best practice design for tax.
Risk management and strategic planning.
Tax compliance administration, audit case selection and risk based auditing.
Planning investigations/large company investigations and cost benefit analysis.
Value added taxes.
Management of disputes.
Tax evasion/avoidance and underground economy/money laundering.
Fraudulent transactions.
Issues relating to multinational corporates expatriate employees.
Certificate , Taxation 2004 HMRC Staff College ï¼​ City , State , United Kingdom
Personal development Â
Self-awareness and impact.
Communication and presentation skills.
Engagement with the taxpayer Â
Customer focus. Business tax interventions.
Personal tax interventions.
Accounts examination.
Case selection and risk analysis.
Techniques for collecting returns and payments.
Compliance strategy Â
Special investigations and civil investigations of fraud.
Understanding avoidance.
Criminal investigations in practice.
Presentation skills Â
Project and team working.
Tribunals including appeals, reviews and evidence.
International taxation Â
Transfer pricing.
Tax treaties.
Exchange of information.
Taxation of e-commerce
Computer record examination.
Association of Certified Chartered Accountants , Accountancy 2002 Kaplan Financial (FTC) ï¼​ City , State , United Kingdom
Management Accounting
Financial Accounting
Financial Management",30813919,ACCOUNTANT
